0.000000000000000000e+00,5.068102629078238941e+00,7.027045965436818165e+01,4.000000000000000000e+05
5.025125628140703592e-03,4.996641017275251784e+00,7.027045965436818165e+01,4.027924454641866032e+05
1.005025125628140718e-02,4.826608955525496292e+00,7.320236738727115267e+01,4.018916476843383862e+05
1.507537688442210991e-02,4.620251527681483950e+00,7.548914998266832299e+01,4.022917610701931408e+05
2.010050251256281437e-02,4.397797128520428700e+00,7.702607642431613044e+01,3.998595386198476190e+05
2.512562814070351883e-02,4.215640990612476990e+00,7.879999316320943592e+01,3.951977350393267698e+05
3.015075376884421982e-02,4.129341106825259011e+00,8.341984626077555731e+01,3.948365027499765856e+05
3.517587939698492427e-02,4.129127087103189986e+00,9.082221070090480453e+01,3.983381266911590355e+05
4.020100502512562873e-02,4.093567989208620972e+00,9.015639281198079402e+01,3.915258203490154701e+05
4.522613065326633319e-02,3.879510138054243384e+00,7.187590574241308161e+01,3.601150446561965509e+05
5.025125628140703765e-02,3.506783023675500655e+00,3.911972508529669312e+01,3.114577752044079825e+05
5.527638190954774211e-02,3.134848364576697577e+00,4.317880161834449559e+00,2.657842911035719444e+05
6.030150753768843963e-02,2.875921297986485659e+00,-2.383203436595637825e+01,2.343196966318748891e+05
6.532663316582915103e-02,2.712001887765539632e+00,-4.453618688311535578e+01,2.150866022665487544e+05
7.035175879396984855e-02,2.608154594174528107e+00,-5.877717817947333145e+01,2.032699321475208853e+05
7.537688442211055995e-02,2.542906923913507811e+00,-6.759388465704023474e+01,1.959982553646812739e+05
8.040201005025125747e-02,2.502462151162542447e+00,-7.220231896641610092e+01,1.915972755234191718e+05
8.542713567839195499e-02,2.477519404174585826e+00,-7.381528508962925628e+01,1.889808428538110456e+05
9.045226130653266639e-02,2.461776696036748202e+00,-7.347483137443053636e+01,1.874210730571825698e+05
9.547738693467336391e-02,2.451169481696733321e+00,-7.194807955568430202e+01,1.864503387755936419e+05
1.005025125628140753e-01,2.443291864052497875e+00,-6.972450789912164737e+01,1.857925741618471511e+05
1.055276381909547728e-01,2.436862820724727374e+00,-6.708042000641705727e+01,1.853007114150891721e+05
1.105527638190954842e-01,2.431281124548947847e+00,-6.415771549335005375e+01,1.849049128243165032e+05
1.155778894472361817e-01,2.426311598768567723e+00,-6.102590994089668186e+01,1.845764848846556270e+05
1.206030150753768793e-01,2.421895553935519807e+00,-5.772076880166355295e+01,1.843063496656026691e+05
1.256281407035175768e-01,2.418049929403606413e+00,-5.426480100357399294e+01,1.840937499744149682e+05
1.306532663316583021e-01,2.414818691016298757e+00,-5.067683734821360986e+01,1.839409055618894054e+05
1.356783919597989996e-01,2.412250935139862662e+00,-4.697600264858127872e+01,1.838506784364478372e+05
1.407035175879396971e-01,2.410391290018101706e+00,-4.318310594425076232e+01,1.838256098473944876e+05
1.457286432160803946e-01,2.409275668299361683e+00,-3.932092296693040367e+01,1.838675452477114741e+05
1.507537688442211199e-01,2.408929433616404658e+00,-3.541401736589186555e+01,1.839775154060576751e+05
1.557788944723618174e-01,2.409366830081174360e+00,-3.148836945225708561e+01,1.841557410847880819e+05
1.608040201005025149e-01,2.410591210879814206e+00,-2.757090723100318286e+01,1.844017069626682205e+05
1.658291457286432125e-01,2.412595524848116568e+00,-2.368899129290853622e+01,1.847142399060022726e+05
1.708542713567839100e-01,2.415363028275554935e+00,-1.986977235234019545e+01,1.850915959307314479e+05
1.758793969849246352e-01,2.418866921428132866e+00,-1.613958578182883485e+01,1.855313893042092095e+05
1.809045226130653328e-01,2.423070776341235799e+00,-1.252307361975817912e+01,1.860306292574027611e+05
1.859296482412060303e-01,2.427929249027009906e+00,-9.042419448564299245e+00,1.865856838793604111e+05
1.909547738693467278e-01,2.433378374360304797e+00,-5.718184189539725182e+00,1.871912071951104444e+05
1.959798994974874531e-01,2.439394494275301639e+00,-2.562021866624921262e+00,1.878457496257223247e+05
2.010050251256281506e-01,2.445846554391806649e+00,3.985134615901580468e-01,1.885313981008870178e+05
2.060301507537688481e-01,2.452225521546419262e+00,3.151062452243583945e+00,1.892085261502047942e+05
2.110552763819095456e-01,2.458421360967101066e+00,5.715870249467168485e+00,1.898616823356476962e+05
2.160804020100502432e-01,2.464500946852663965e+00,8.104793202294043653e+00,1.904983171793249785e+05
2.211055276381909684e-01,2.470501775624371898e+00,1.032617179164705234e+01,1.911235228468312416e+05
2.261306532663316660e-01,2.476443892346612774e+00,1.238588385062732122e+01,1.917404876691377140e+05
2.311557788944723635e-01,2.482329341496541275e+00,1.428871867455348799e+01,1.923503430884382688e+05
2.361809045226130610e-01,2.488149321006400960e+00,1.603843624616812846e+01,1.929529609018509218e+05
2.412060301507537585e-01,2.493887062586800152e+00,1.763831926111915038e+01,1.935472481087291671e+05
2.462311557788944838e-01,2.499521539859495878e+00,1.909147837595533304e+01,1.941315489183668687e+05
2.512562814070351536e-01,2.505030189368296689e+00,2.040113101115500172e+01,1.947039384564060310e+05
2.562814070351758788e-01,2.510391017762681809e+00,2.157077666044130737e+01,1.952624536191072257e+05
2.613065326633166041e-01,2.515583992583349637e+00,2.260429046782722295e+01,1.958052482189209259e+05
2.663316582914572739e-01,2.520591853773499036e+00,2.350594765313488210e+01,1.963306872224627296e+05
2.713567839195979992e-01,2.525400488142539146e+00,2.428040057138439778e+01,1.968373949771303160e+05
2.763819095477387244e-01,2.529999009441249669e+00,2.493262741543062333e+01,1.973242724459347955e+05
2.814070351758793942e-01,2.534379654937329640e+00,2.546786713702380567e+01,1.977904950348713610e+05
2.864321608040201195e-01,2.538537575549948855e+00,2.589155019575737526e+01,1.982354989904417307e+05
2.914572864321607892e-01,2.542470568801838748e+00,2.620923084817007975e+01,1.986589614012034726e+05
2.964824120603015145e-01,2.546178784903533998e+00,2.642652406700971568e+01,1.990607768553333881e+05
3.015075376884422398e-01,2.549664424645566196e+00,2.654904860070191575e+01,1.994410326102513354e+05
3.065326633165829096e-01,2.552931440983566613e+00,2.658237678940802340e+01,1.997999834514294635e+05
3.115577889447236348e-01,2.555985252197992885e+00,2.653199125909321054e+01,2.001380270316129900e+05
3.165829145728643046e-01,2.558832471974738176e+00,2.640324833488977418e+01,2.004556802460724430e+05
3.216080402010050299e-01,2.561480659970613694e+00,2.620134784857825849e+01,2.007535570373914670e+05
3.266331658291457551e-01,2.563938095060235955e+00,2.593130891187013276e+01,2.010323478986505070e+05
3.316582914572864249e-01,2.566213572362066486e+00,2.559795116353309297e+01,2.012928012418231810e+05
3.366834170854271502e-01,2.568316224253714974e+00,2.520588096271372791e+01,2.015357067132894008e+05
3.417085427135678199e-01,2.570255364882646720e+00,2.475948198663419930e+01,2.017618804686450167e+05
3.467336683417085452e-01,2.572040357140248812e+00,2.426290969374060325e+01,2.019721523633783800e+05
3.517587939698492705e-01,2.573680500677950178e+00,2.372008912970878214e+01,2.021673549734788830e+05
3.567839195979899403e-01,2.575184939283561736e+00,2.313471558024027530e+01,2.023483143293226603e+05
3.618090452261306655e-01,2.576562585785683979e+00,2.251025760845042356e+01,2.025158422257700877e+05
3.668341708542713353e-01,2.577822062592543872e+00,2.184996205331549390e+01,2.026707299596935627e+05
3.718592964824120606e-01,2.578971655981220135e+00,2.115686060698446624e+01,2.028137433415344567e+05
3.768844221105527859e-01,2.580019282315758389e+00,2.043377763100231093e+01,2.029456188284430827e+05
3.819095477386934556e-01,2.580972464473423322e+00,1.968333891325353946e+01,2.030670606316953781e+05
3.869346733668341809e-01,2.581838316883820816e+00,1.890798110768935203e+01,2.031787386591676041e+05
3.919597989949749062e-01,2.582623537724471063e+00,1.810996163702801809e+01,2.032812871635634219e+05
3.969849246231155759e-01,2.583334406957483953e+00,1.729136887446146886e+01,2.033753039776798687e+05
4.020100502512563012e-01,2.583976789021031895e+00,1.645413245464676777e+01,2.034613502277799707e+05
4.070351758793969710e-01,2.584556139083004300e+00,1.560003359920068533e+01,2.035399504225416749e+05
4.120603015075376963e-01,2.585077511776648684e+00,1.473071538302594874e+01,2.036115928129985987e+05
4.170854271356784215e-01,2.585545571180180247e+00,1.384769292632724813e+01,2.036767298985494417e+05
4.221105527638190913e-01,2.585964600319706985e+00,1.295236359299961926e+01,2.037357788983562787e+05
4.271356783919598166e-01,2.586338507446218848e+00,1.204601743766184541e+01,2.037891218916224607e+05
4.321608040201004863e-01,2.586670824558462201e+00,1.112984839878616050e+01,2.038371051315392251e+05
4.371859296482412116e-01,2.586964691137049410e+00,1.020496707515378532e+01,2.038800367579154554e+05
4.422110552763819369e-01,2.587222813700958746e+00,9.272416269741638573e+00,2.039181818703458412e+05
4.472361809045226066e-01,2.587447390901431721e+00,8.333190505926413749e+00,2.039517538186029415e+05
4.522613065326633319e-01,2.587640000256678174e+00,7.388260420123728522e+00,2.039809012809103006e+05
4.572864321608040017e-01,2.587801446726173182e+00,6.438600326069064295e+00,2.040056911202727060e+05
4.623115577889447270e-01,2.587931622429402001e+00,5.485219183242132424e+00,2.040260925904725154e+05
4.673366834170854522e-01,2.588029327561252924e+00,4.529177451272704324e+00,2.040419570473665954e+05
4.723618090452261220e-01,2.588092405836119880e+00,3.571627075251778027e+00,2.040530333762126975e+05
4.773869346733668473e-01,2.588117183199843296e+00,2.613733869065083315e+00,2.040589043636526912e+05
4.824120603015075170e-01,2.588100415333522086e+00,1.656917266195008454e+00,2.040592057151692570e+05
4.874371859296482423e-01,2.588033927889017871e+00,7.021162838028387476e-01,2.040530282938394521e+05
4.924623115577889676e-01,2.587923558975579574e+00,-2.479609043490982878e-01,2.040410690792670648e+05
4.974874371859296374e-01,2.587804648431867083e+00,-1.192050250704451031e+00,2.040272028213477752e+05
5.025125628140703071e-01,2.587695114526730844e+00,-2.131764727399620085e+00,2.040134456607044267e+05
5.075376884422110324e-01,2.587588269349670345e+00,-3.067432097020857729e+00,2.039990757656538917e+05
5.125628140703517577e-01,2.587477698817866489e+00,-3.999196843100889076e+00,2.039833896828087745e+05
5.175879396984924830e-01,2.587357856261434108e+00,-4.927104679249865171e+00,2.039657819005328347e+05
5.226130653266332082e-01,2.587223830039003580e+00,-5.851061321724374764e+00,2.039457188869418460e+05
5.276381909547738225e-01,2.587071407838467341e+00,-6.770838479814403676e+00,2.039227468359408085e+05
5.326633165829145478e-01,2.586896958068523489e+00,-7.686070474573834410e+00,2.038964786036457808e+05
5.376884422110552730e-01,2.586697302740213367e+00,-8.596265106848955284e+00,2.038665799237080500e+05
5.427135678391959983e-01,2.586469539355205516e+00,-9.500816430779401855e+00,2.038327498896733741e+05
5.477386934673367236e-01,2.586210870389143768e+00,-1.039901852360276813e+01,2.037947023501042568e+05
5.527638190954774489e-01,2.585918455950673156e+00,-1.129007570563718943e+01,2.037521498995508300e+05
5.577889447236180631e-01,2.585589302276463997e+00,-1.217310809618481748e+01,2.037047918825062516e+05
5.628140703517587884e-01,2.585220183183802867e+00,-1.304715248294318464e+01,2.036523060826836736e+05
5.678391959798995137e-01,2.584807586776839194e+00,-1.391115944643909685e+01,2.035943432430196845e+05
5.728643216080402389e-01,2.584347678607767484e+00,-1.476398780819696910e+01,2.035305234407277603e+05
5.778894472361809642e-01,2.583836274360127305e+00,-1.560439728534150383e+01,2.034604335498196306e+05
5.829145728643215785e-01,2.583268817534987605e+00,-1.643103994069323548e+01,2.033836252906853042e+05
5.879396984924623037e-01,2.582640359663706420e+00,-1.724245076841287982e+01,2.032996135917374049e+05
5.929648241206030290e-01,2.581945541958015511e+00,-1.803703758841974647e+01,2.032078751404552895e+05
5.979899497487437543e-01,2.581178578147154123e+00,-1.881307032913337451e+01,2.031078470924900030e+05
6.030150753768844796e-01,2.580333238736124635e+00,-1.956866973398825138e+01,2.029989259593167517e+05
6.080402010050250938e-01,2.579402837213246258e+00,-2.030179551226706636e+01,2.028804667253160733e+05
6.130653266331658191e-01,2.578380218943460811e+00,-2.101023395594935650e+01,2.027517822656567441e+05
6.180904522613065444e-01,2.577257753663826811e+00,-2.169158505449692953e+01,2.026121431531813578e+05
6.231155778894472697e-01,2.576027332677036874e+00,-2.234324915570230630e+01,2.024607779586200486e+05
6.281407035175879949e-01,2.574680372029438669e+00,-2.296241324191347744e+01,2.022968741651102609e+05
6.331658291457286092e-01,2.573207823166214325e+00,-2.354603691714482139e+01,2.021195798355194856e+05
6.381909547738693345e-01,2.571600192777831140e+00,-2.409083823233965305e+01,2.019280061893460224e+05
6.432160804020100597e-01,2.569847573785924766e+00,-2.459327951413101587e+01,2.017212312646262872e+05
6.482412060301507850e-01,2.567939689658440106e+00,-2.504955340781262407e+01,2.014983048586439982e+05
6.532663316582915103e-01,2.565865954485207379e+00,-2.545556939892687254e+01,2.012582549584605149e+05
6.582914572864321245e-01,2.563615551475817433e+00,-2.580694114105483905e+01,2.010000958871563198e+05
6.633165829145728498e-01,2.561177532747103580e+00,-2.609897499126218179e+01,2.007228384027495631e+05
6.683417085427135751e-01,2.558540943429626235e+00,-2.632666024045393627e+01,2.004255019921805360e+05
6.733668341708543004e-01,2.555694973218454624e+00,-2.648466162485361153e+01,2.001071296003904718e+05
6.783919597989950256e-01,2.552629138496220307e+00,-2.656731481811742768e+01,1.997668050219490251e+05
6.834170854271356399e-01,2.549333498035854184e+00,-2.656862573241408754e+01,1.994036731574301084e+05
